"Online.boarding","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Inflight.entertainment","Leg.room.service","Checkin.service","On.board.service","Ease.of.Online.booking","satisfaction"
3,599,2,0,3,2,5,3,2,"neutral or dissatisfied"
2,584,2,4,5,3,2,1,2,"neutral or dissatisfied"
5,3798,1,1,5,5,3,5,1,"satisfied"
2,1587,4,4,5,5,4,5,4,"satisfied"
5,3093,4,4,4,4,3,4,4,"satisfied"
5,1075,5,1,5,2,2,3,1,"satisfied"
4,3808,1,1,5,5,3,5,3,"satisfied"
3,689,3,4,2,5,4,3,3,"neutral or dissatisfied"
4,1706,2,2,5,5,3,4,2,"satisfied"
4,985,4,4,1,4,3,4,4,"neutral or dissatisfied"
4,326,4,4,3,2,4,3,4,"satisfied"
3,895,3,5,1,5,5,2,3,"neutral or dissatisfied"
4,640,1,5,1,1,5,1,1,"neutral or dissatisfied"
1,447,1,4,1,5,4,4,4,"neutral or dissatisfied"
4,738,2,4,4,2,4,4,2,"neutral or dissatisfied"
1,153,1,5,3,4,3,3,1,"neutral or dissatisfied"
2,181,2,4,1,4,1,1,2,"neutral or dissatisfied"
2,534,2,2,3,4,3,3,2,"neutral or dissatisfied"
4,2989,0,0,3,3,5,3,0,"satisfied"
4,3704,4,3,2,2,2,2,3,"neutral or dissatisfied"
1,522,1,5,3,2,3,5,1,"neutral or dissatisfied"
2,89,3,4,4,3,2,3,0,"neutral or dissatisfied"
3,964,3,1,4,4,2,4,3,"satisfied"
4,666,5,5,4,2,5,3,1,"satisfied"
2,3949,4,1,3,1,2,1,2,"neutral or dissatisfied"
1,361,1,3,3,3,3,3,1,"neutral or dissatisfied"
4,2948,1,1,5,5,5,5,1,"satisfied"
2,438,2,4,1,2,3,3,2,"neutral or dissatisfied"
2,621,2,5,4,4,4,3,2,"neutral or dissatisfied"
5,3843,5,5,4,4,4,4,5,"satisfied"
5,533,2,5,5,5,4,4,2,"neutral or dissatisfied"
3,3826,3,1,3,3,3,3,1,"neutral or dissatisfied"
4,209,1,2,5,1,4,5,1,"neutral or dissatisfied"
5,3476,1,1,5,5,5,5,1,"satisfied"
2,1345,2,3,2,2,4,2,3,"neutral or dissatisfied"
4,1256,4,4,4,4,3,4,4,"satisfied"
5,1972,2,2,5,5,3,5,2,"satisfied"
4,2288,4,4,4,2,3,5,4,"satisfied"
4,479,4,1,5,1,1,3,4,"neutral or dissatisfied"
3,826,3,3,2,2,1,2,3,"satisfied"
3,1608,2,5,2,5,4,5,3,"neutral or dissatisfied"
4,1053,3,4,3,2,5,5,4,"neutral or dissatisfied"
1,2433,4,4,4,4,5,4,4,"satisfied"
3,261,3,4,1,3,1,1,3,"neutral or dissatisfied"
4,3738,2,2,5,5,5,5,2,"satisfied"
5,2165,5,5,5,5,3,5,5,"satisfied"
2,594,2,1,5,1,1,3,2,"neutral or dissatisfied"
4,1598,3,1,5,4,3,2,4,"neutral or dissatisfied"
5,216,5,3,5,3,1,2,4,"satisfied"
4,723,4,1,3,4,1,1,4,"neutral or dissatisfied"
4,2253,4,4,5,5,5,5,4,"satisfied"
2,700,2,4,1,5,4,3,2,"neutral or dissatisfied"
3,712,3,3,2,5,4,3,3,"neutral or dissatisfied"
3,2586,3,5,4,3,4,4,3,"neutral or dissatisfied"
4,1595,2,3,4,3,4,3,2,"satisfied"
4,2428,2,4,4,4,3,4,2,"satisfied"
1,402,1,0,4,5,2,2,1,"neutral or dissatisfied"
4,223,4,2,1,1,3,4,4,"neutral or dissatisfied"
2,300,2,3,1,3,5,4,2,"neutral or dissatisfied"
4,139,3,3,3,3,5,3,4,"satisfied"
3,965,3,1,4,3,3,3,3,"neutral or dissatisfied"
4,145,4,5,4,4,3,1,2,"satisfied"
5,399,5,1,5,2,5,2,1,"satisfied"
4,964,4,1,4,2,4,1,1,"satisfied"
4,224,4,3,3,1,3,1,4,"neutral or dissatisfied"
4,1235,4,4,5,3,5,5,4,"neutral or dissatisfied"
2,641,2,4,4,2,5,5,2,"neutral or dissatisfied"
5,719,3,4,2,3,5,2,3,"neutral or dissatisfied"
3,368,3,2,4,3,2,2,3,"neutral or dissatisfied"
3,3125,1,5,1,2,3,1,5,"neutral or dissatisfied"
2,1751,3,3,3,3,1,3,3,"neutral or dissatisfied"
1,1399,1,3,4,1,1,3,1,"neutral or dissatisfied"
4,2740,3,5,3,3,2,3,5,"neutral or dissatisfied"
2,266,2,3,4,4,2,4,2,"neutral or dissatisfied"
1,222,1,1,5,5,1,5,1,"neutral or dissatisfied"
1,3772,2,2,4,4,4,4,2,"satisfied"
3,255,3,3,3,2,3,4,3,"neutral or dissatisfied"
4,3783,2,2,2,2,4,2,2,"satisfied"
4,495,3,3,5,5,5,3,3,"satisfied"
4,452,4,5,3,2,1,2,4,"neutral or dissatisfied"
2,2586,2,2,5,5,3,4,2,"neutral or dissatisfied"
1,226,1,3,1,3,3,3,3,"neutral or dissatisfied"
2,628,2,3,1,1,3,3,2,"neutral or dissatisfied"
4,2704,4,3,4,4,4,5,3,"satisfied"
5,304,3,4,4,2,3,3,5,"neutral or dissatisfied"
2,719,2,5,2,3,3,3,2,"neutral or dissatisfied"
1,205,1,3,5,1,2,2,1,"neutral or dissatisfied"
4,2084,1,1,4,4,3,4,1,"satisfied"
5,432,2,2,4,4,3,4,2,"satisfied"
3,2402,3,5,4,2,3,4,2,"neutral or dissatisfied"
2,581,2,4,2,5,4,5,2,"neutral or dissatisfied"
4,192,0,5,3,3,5,3,0,"satisfied"
2,965,2,4,2,1,2,4,4,"neutral or dissatisfied"
4,3103,3,3,4,4,3,4,3,"satisfied"
2,1520,2,2,4,4,2,2,1,"satisfied"
2,907,2,1,3,4,2,4,2,"neutral or dissatisfied"
4,2658,0,0,2,5,5,2,0,"satisfied"
4,616,3,3,4,2,3,5,3,"satisfied"
4,925,4,4,3,2,4,4,4,"satisfied"
4,337,2,2,4,4,5,4,2,"satisfied"
5,1917,3,3,5,5,3,5,3,"satisfied"
5,191,5,3,5,2,2,1,5,"satisfied"
4,2153,4,4,4,4,2,4,4,"neutral or dissatisfied"
2,362,2,2,1,4,4,3,2,"neutral or dissatisfied"
2,550,2,1,2,1,4,3,1,"neutral or dissatisfied"
4,3138,1,1,4,4,5,4,2,"satisfied"
4,354,1,5,2,1,3,2,1,"neutral or dissatisfied"
3,588,3,3,3,4,4,3,3,"neutral or dissatisfied"
2,1027,2,4,4,4,1,5,2,"neutral or dissatisfied"
3,3675,4,1,4,2,3,4,2,"neutral or dissatisfied"
2,1085,2,5,4,4,3,4,2,"neutral or dissatisfied"
4,1190,4,4,4,2,4,3,4,"neutral or dissatisfied"
5,989,3,5,5,3,3,5,3,"neutral or dissatisfied"
3,612,2,4,4,3,3,1,3,"neutral or dissatisfied"
5,2653,5,5,1,2,4,1,5,"satisfied"
4,432,1,2,1,1,1,1,2,"neutral or dissatisfied"
3,641,3,4,1,4,4,4,3,"neutral or dissatisfied"
3,127,3,1,3,3,1,3,4,"neutral or dissatisfied"
4,239,4,4,5,5,5,5,4,"satisfied"
1,1089,1,3,4,2,4,1,1,"neutral or dissatisfied"
3,283,3,4,3,2,3,2,4,"neutral or dissatisfied"
3,967,3,3,5,3,3,3,3,"neutral or dissatisfied"
5,580,2,2,4,4,3,4,2,"satisfied"
5,406,3,3,5,5,5,5,3,"satisfied"
0,116,3,4,5,3,5,5,0,"neutral or dissatisfied"
4,1315,0,4,5,5,4,4,0,"satisfied"
0,383,0,5,3,2,4,3,0,"satisfied"
1,1145,2,2,4,5,2,4,1,"neutral or dissatisfied"
5,1566,5,5,4,4,4,4,5,"satisfied"
5,170,5,2,5,5,1,5,2,"satisfied"
5,3451,3,3,4,4,5,4,3,"satisfied"
3,3302,1,3,1,1,3,1,3,"neutral or dissatisfied"
1,181,1,2,3,3,3,3,1,"neutral or dissatisfied"
5,313,5,4,5,1,4,2,4,"satisfied"
4,551,4,4,3,4,3,3,4,"satisfied"
1,544,4,4,1,4,4,1,4,"neutral or dissatisfied"
3,2419,1,5,3,3,2,5,1,"neutral or dissatisfied"
4,1166,4,4,2,2,5,4,4,"neutral or dissatisfied"
4,584,3,4,4,2,3,5,4,"neutral or dissatisfied"
1,521,1,1,1,2,3,1,1,"neutral or dissatisfied"
4,373,4,4,1,5,5,3,4,"neutral or dissatisfied"
3,2565,2,2,5,5,3,5,2,"satisfied"
3,574,2,5,5,3,3,4,3,"neutral or dissatisfied"
4,2347,4,4,4,4,5,4,4,"satisfied"
4,782,4,4,4,2,3,4,4,"neutral or dissatisfied"
5,666,1,1,5,3,3,3,1,"satisfied"
3,173,4,5,2,2,2,2,5,"neutral or dissatisfied"
4,583,4,4,4,5,4,5,4,"satisfied"
4,3369,3,3,2,2,3,2,3,"satisfied"
3,459,1,3,1,1,3,1,3,"neutral or dissatisfied"
4,2975,3,3,5,5,3,5,5,"satisfied"
2,342,2,4,4,2,5,4,2,"neutral or dissatisfied"
0,153,1,2,4,3,1,2,0,"neutral or dissatisfied"
2,177,2,0,2,5,4,2,2,"neutral or dissatisfied"
4,2989,3,3,3,2,2,3,3,"neutral or dissatisfied"
2,352,2,2,2,5,2,3,2,"neutral or dissatisfied"
0,173,2,5,2,2,3,5,0,"neutral or dissatisfied"
5,992,4,5,1,5,5,4,5,"satisfied"
2,545,3,1,3,3,2,3,1,"neutral or dissatisfied"
5,920,2,2,4,4,4,4,2,"satisfied"
3,516,3,5,4,5,2,4,3,"neutral or dissatisfied"
4,2419,4,2,1,3,4,3,4,"neutral or dissatisfied"
2,308,2,5,1,2,5,4,2,"neutral or dissatisfied"
5,3509,4,4,5,5,4,5,4,"satisfied"
4,399,1,1,5,5,4,5,1,"satisfied"
4,3396,4,3,4,3,4,3,3,"neutral or dissatisfied"
2,666,2,1,2,4,3,2,4,"neutral or dissatisfied"
2,1009,2,5,3,3,3,5,2,"neutral or dissatisfied"
5,2301,4,4,5,4,3,5,5,"satisfied"
2,1119,2,1,1,3,4,2,2,"neutral or dissatisfied"
4,1849,2,2,4,4,3,4,2,"satisfied"
1,637,1,4,1,1,4,4,1,"neutral or dissatisfied"
2,843,2,2,5,3,3,1,2,"neutral or dissatisfied"
1,888,5,1,4,4,2,4,5,"satisfied"
4,436,4,4,4,3,3,5,4,"neutral or dissatisfied"
4,562,4,5,3,4,4,3,4,"neutral or dissatisfied"
3,2370,3,5,4,3,5,4,3,"neutral or dissatisfied"
3,1205,3,4,3,1,1,2,4,"neutral or dissatisfied"
2,579,2,2,3,1,2,5,2,"neutral or dissatisfied"
5,1464,5,5,5,4,3,4,5,"satisfied"
5,214,5,5,1,1,1,5,5,"satisfied"
5,3995,5,5,5,5,3,5,5,"satisfied"
5,1769,3,3,5,5,3,5,3,"satisfied"
2,451,2,2,3,4,2,4,2,"neutral or dissatisfied"
3,918,3,1,5,2,3,1,3,"neutral or dissatisfied"
2,2311,2,1,5,1,3,1,2,"neutral or dissatisfied"
4,480,2,4,2,2,3,2,4,"neutral or dissatisfied"
3,280,3,4,4,3,3,5,3,"neutral or dissatisfied"
2,89,2,0,3,2,1,4,2,"neutral or dissatisfied"
4,1650,3,3,5,5,3,5,3,"satisfied"
5,3372,3,3,5,4,1,4,3,"satisfied"
5,515,5,5,5,4,2,1,5,"satisfied"
2,409,2,0,4,1,3,4,2,"neutral or dissatisfied"
2,580,3,1,2,2,2,4,2,"neutral or dissatisfied"
5,231,4,4,5,5,5,2,5,"satisfied"
4,2160,2,2,4,4,5,4,2,"satisfied"
3,2110,5,5,3,3,3,5,5,"satisfied"
4,2998,5,5,4,5,4,4,5,"satisfied"
4,354,4,5,3,5,4,4,4,"neutral or dissatisfied"
1,337,1,3,3,1,1,3,1,"neutral or dissatisfied"
4,1041,2,2,2,2,2,2,2,"neutral or dissatisfied"
2,946,2,4,2,4,2,4,5,"neutral or dissatisfied"
4,1182,2,3,2,2,3,2,3,"neutral or dissatisfied"
3,508,3,4,3,3,1,3,3,"satisfied"
4,1372,3,3,4,4,5,4,3,"satisfied"
5,1119,1,1,5,5,3,5,1,"satisfied"
4,2398,2,2,5,5,5,5,5,"satisfied"
4,3196,3,3,4,4,5,4,3,"satisfied"
3,651,1,1,3,4,3,5,3,"satisfied"
4,1431,5,5,4,4,4,4,5,"satisfied"
5,475,1,4,1,1,5,1,1,"neutral or dissatisfied"
4,980,3,4,4,2,3,4,4,"neutral or dissatisfied"
2,1846,2,1,2,2,3,3,1,"neutral or dissatisfied"
2,183,2,5,3,5,3,4,2,"neutral or dissatisfied"
4,2101,3,5,5,5,5,5,3,"satisfied"
5,666,5,4,2,2,1,1,5,"satisfied"
0,260,2,1,5,2,4,1,0,"neutral or dissatisfied"
2,862,2,3,1,2,2,2,2,"neutral or dissatisfied"
2,1919,2,3,2,2,4,3,3,"neutral or dissatisfied"
3,405,3,4,1,4,4,5,3,"neutral or dissatisfied"
4,680,5,5,3,5,4,4,5,"satisfied"
4,2842,1,1,4,5,4,4,1,"satisfied"
4,2073,1,1,4,5,4,5,1,"satisfied"
0,414,0,4,4,3,4,3,0,"satisfied"
5,1972,5,4,5,5,4,5,5,"satisfied"
5,160,1,4,3,1,3,3,1,"neutral or dissatisfied"
4,3820,4,5,4,4,1,4,5,"neutral or dissatisfied"
4,201,4,4,2,4,2,2,4,"neutral or dissatisfied"
3,1674,3,2,2,3,1,1,3,"neutral or dissatisfied"
3,102,3,2,2,2,3,1,2,"neutral or dissatisfied"
3,102,3,4,3,5,3,1,3,"neutral or dissatisfied"
2,2475,3,5,2,5,2,4,4,"neutral or dissatisfied"
1,333,5,3,5,5,1,5,3,"satisfied"
5,419,2,2,5,5,3,5,2,"satisfied"
2,500,2,3,2,2,2,2,1,"satisfied"
2,937,2,3,2,1,1,1,2,"neutral or dissatisfied"
1,119,1,2,3,2,2,3,1,"neutral or dissatisfied"
4,3265,3,3,4,4,3,4,3,"satisfied"
4,3440,2,2,4,4,3,4,2,"satisfied"
5,787,4,4,2,4,4,2,4,"neutral or dissatisfied"
4,200,3,2,3,3,4,3,2,"neutral or dissatisfied"
5,756,5,5,4,2,5,4,5,"satisfied"
5,1053,5,5,4,4,5,4,5,"satisfied"
5,937,5,5,1,5,4,3,5,"satisfied"
4,401,4,4,4,2,4,3,4,"neutral or dissatisfied"
2,1448,2,5,2,2,3,3,5,"neutral or dissatisfied"
4,562,2,5,2,2,4,2,5,"neutral or dissatisfied"
1,409,1,3,1,1,4,1,1,"neutral or dissatisfied"
1,991,0,4,5,2,4,4,1,"satisfied"
4,1947,4,4,4,5,4,5,4,"satisfied"
0,500,5,0,4,2,5,5,5,"satisfied"
3,1325,3,1,3,3,1,3,1,"neutral or dissatisfied"
3,1056,3,3,2,2,5,2,3,"satisfied"
2,1471,2,4,3,4,3,5,2,"neutral or dissatisfied"
2,1235,2,4,2,3,2,3,2,"neutral or dissatisfied"
3,1065,3,4,3,5,5,4,3,"neutral or dissatisfied"
5,1818,2,2,5,5,1,5,2,"satisfied"
3,972,2,2,3,2,4,3,2,"neutral or dissatisfied"
4,3408,2,2,3,4,5,3,2,"satisfied"
3,1428,3,4,3,2,3,4,4,"neutral or dissatisfied"
2,1096,2,1,3,2,2,4,2,"neutral or dissatisfied"
3,372,5,5,5,5,1,5,4,"satisfied"
4,2585,5,5,4,4,5,3,4,"satisfied"
4,3569,2,2,5,5,5,5,2,"satisfied"
2,624,1,5,4,3,5,5,2,"neutral or dissatisfied"
1,331,1,5,1,4,1,1,5,"neutral or dissatisfied"
4,174,4,4,2,5,2,3,4,"neutral or dissatisfied"
2,302,2,4,1,5,4,5,2,"neutral or dissatisfied"
5,1609,3,5,5,3,4,4,3,"satisfied"
3,3530,2,2,3,4,4,3,2,"satisfied"
5,758,5,1,5,4,4,1,1,"satisfied"
2,3566,3,5,3,3,2,3,5,"neutral or dissatisfied"
3,620,4,5,3,5,5,3,3,"satisfied"
2,408,2,3,1,4,4,1,2,"neutral or dissatisfied"
3,1721,1,1,1,1,4,1,1,"neutral or dissatisfied"
3,1464,2,1,2,2,1,2,5,"neutral or dissatisfied"
4,321,4,5,4,2,3,2,5,"satisfied"
2,335,2,5,2,2,4,3,5,"neutral or dissatisfied"
4,802,3,4,3,4,1,3,4,"neutral or dissatisfied"
2,2139,2,1,2,2,4,3,1,"neutral or dissatisfied"
2,197,2,5,4,3,4,4,2,"neutral or dissatisfied"
4,978,4,4,4,4,1,4,4,"neutral or dissatisfied"
2,337,2,4,3,1,3,4,2,"neutral or dissatisfied"
4,417,4,5,1,3,2,4,4,"neutral or dissatisfied"
3,851,3,3,1,1,5,1,3,"neutral or dissatisfied"
3,151,3,3,4,4,2,4,3,"satisfied"
3,2615,1,1,3,3,3,3,5,"satisfied"
5,2017,2,2,4,4,3,4,2,"satisfied"
4,3293,2,4,3,4,3,3,2,"satisfied"
5,1389,4,4,4,4,5,4,4,"satisfied"
1,309,1,1,2,2,5,5,1,"neutral or dissatisfied"
2,86,2,2,5,1,2,2,2,"neutral or dissatisfied"
4,203,4,5,5,3,2,5,5,"satisfied"
2,834,2,2,3,4,3,3,2,"neutral or dissatisfied"
3,1027,3,4,2,1,1,2,4,"neutral or dissatisfied"
4,834,4,4,4,2,1,4,4,"satisfied"
3,436,3,5,5,3,5,5,3,"neutral or dissatisfied"
0,181,3,4,2,5,5,3,0,"neutral or dissatisfied"
4,1751,4,4,4,4,3,3,4,"satisfied"
5,1516,3,3,5,4,3,4,3,"satisfied"
5,2989,3,3,5,5,5,5,3,"satisfied"
3,337,3,3,3,4,3,5,3,"neutral or dissatisfied"
4,1812,3,3,5,5,5,5,3,"satisfied"
2,969,2,2,5,2,2,5,2,"neutral or dissatisfied"
4,3095,2,2,4,4,5,4,2,"satisfied"
4,3758,1,1,5,5,5,5,1,"satisfied"
2,2762,3,2,5,2,2,2,2,"neutral or dissatisfied"
1,647,1,1,1,3,2,2,1,"neutral or dissatisfied"
3,1444,3,4,1,4,2,4,3,"neutral or dissatisfied"
3,1448,5,4,5,5,1,5,4,"satisfied"
4,3273,2,4,2,2,3,2,4,"neutral or dissatisfied"
5,3352,5,3,5,5,3,5,5,"satisfied"
4,550,3,3,2,2,5,2,3,"satisfied"
4,533,0,5,2,0,4,2,0,"satisfied"
1,578,1,1,2,2,4,4,1,"neutral or dissatisfied"
4,326,5,1,4,5,5,4,1,"satisfied"
4,834,4,4,2,5,3,5,4,"satisfied"
4,192,4,4,4,2,3,1,3,"satisfied"
4,1506,3,3,4,3,4,5,1,"satisfied"
3,802,2,4,3,2,1,3,2,"neutral or dissatisfied"
2,1061,2,4,1,4,4,4,2,"neutral or dissatisfied"
4,1399,4,4,4,4,5,4,4,"satisfied"
4,645,3,5,2,2,3,2,2,"neutral or dissatisfied"
3,1235,2,2,2,2,3,2,2,"neutral or dissatisfied"
4,373,4,4,4,4,4,4,4,"satisfied"
5,612,2,5,4,2,3,4,2,"neutral or dissatisfied"
1,226,1,1,2,2,3,5,1,"neutral or dissatisfied"
3,1609,4,3,4,2,3,3,3,"neutral or dissatisfied"
2,280,2,3,2,5,2,1,2,"neutral or dissatisfied"
3,223,1,5,4,1,1,4,1,"neutral or dissatisfied"
4,3652,3,3,4,4,5,4,3,"satisfied"
5,2530,5,5,5,5,4,5,5,"satisfied"
4,141,4,4,3,3,3,5,4,"satisfied"
5,1400,5,5,5,4,4,3,5,"satisfied"
3,1504,1,1,5,5,3,5,4,"satisfied"
5,946,1,1,5,5,5,5,1,"satisfied"
2,1605,2,4,3,3,5,5,2,"neutral or dissatisfied"
4,1514,5,5,4,3,3,3,5,"satisfied"
5,2334,4,4,5,5,4,5,4,"satisfied"
4,309,4,4,5,1,2,2,4,"neutral or dissatisfied"
3,369,3,4,3,3,1,3,3,"neutral or dissatisfied"
1,304,1,4,1,4,4,5,1,"neutral or dissatisfied"
5,617,5,3,5,3,5,5,3,"satisfied"
4,266,5,2,5,5,2,5,2,"satisfied"
5,2545,0,0,4,4,3,4,0,"satisfied"
1,2288,4,5,5,3,1,1,5,"neutral or dissatisfied"
5,678,5,5,5,5,3,3,5,"satisfied"
4,714,5,4,3,2,4,4,5,"satisfied"
5,672,5,5,4,4,5,4,5,"satisfied"
3,325,2,5,4,2,3,5,5,"neutral or dissatisfied"
2,589,2,2,4,4,4,5,2,"neutral or dissatisfied"
3,373,2,2,2,2,1,3,3,"neutral or dissatisfied"
4,349,1,0,4,1,1,4,0,"neutral or dissatisfied"
4,1460,5,5,4,4,4,4,5,"satisfied"
3,3425,3,4,3,3,2,3,4,"neutral or dissatisfied"
4,170,4,3,4,3,3,5,3,"satisfied"
1,192,1,4,3,2,4,4,1,"neutral or dissatisfied"
5,1620,2,2,5,5,4,3,2,"satisfied"
2,562,2,2,5,3,3,3,2,"neutral or dissatisfied"
2,2342,3,3,4,5,2,2,3,"neutral or dissatisfied"
3,409,2,0,2,5,1,3,3,"neutral or dissatisfied"
2,372,2,1,2,5,4,3,1,"neutral or dissatisfied"
2,214,2,4,1,3,2,2,4,"neutral or dissatisfied"
3,1256,3,5,2,2,3,5,3,"neutral or dissatisfied"
5,1918,4,5,5,5,5,5,4,"satisfied"
1,1547,1,5,3,4,3,5,1,"neutral or dissatisfied"
4,507,4,5,4,1,3,3,5,"neutral or dissatisfied"
1,357,1,0,5,3,1,2,1,"neutral or dissatisfied"
5,814,4,4,5,5,3,3,2,"satisfied"
4,406,4,3,4,4,4,1,3,"neutral or dissatisfied"
4,867,4,5,4,4,2,1,5,"satisfied"
2,1426,2,4,5,1,3,3,2,"neutral or dissatisfied"
1,1086,1,2,2,3,4,3,1,"neutral or dissatisfied"
4,852,4,4,4,2,5,3,4,"satisfied"
2,723,2,4,4,2,3,4,2,"neutral or dissatisfied"
2,271,0,0,3,3,2,3,0,"satisfied"
4,1672,2,2,5,5,5,5,2,"satisfied"
4,1572,5,5,4,4,3,4,5,"satisfied"
3,1726,3,5,3,5,2,1,4,"neutral or dissatisfied"
4,419,4,5,5,1,1,2,4,"satisfied"
4,676,4,4,4,3,1,1,4,"satisfied"
2,1428,4,4,5,5,5,5,4,"satisfied"
4,528,2,4,2,1,3,3,4,"neutral or dissatisfied"
4,489,4,1,4,4,1,4,1,"satisfied"
3,2475,3,2,1,5,4,1,3,"neutral or dissatisfied"
1,967,4,2,4,4,5,4,2,"satisfied"
4,73,3,5,3,4,4,3,3,"satisfied"
2,629,2,2,5,5,5,5,2,"satisfied"
3,762,3,4,1,4,2,5,3,"neutral or dissatisfied"
3,317,4,4,5,4,1,5,4,"neutral or dissatisfied"
3,997,3,5,5,2,2,1,3,"neutral or dissatisfied"
1,716,1,1,5,3,3,2,1,"neutral or dissatisfied"
4,864,4,4,4,4,3,3,4,"satisfied"
3,3227,4,4,5,5,2,5,4,"satisfied"
5,3333,3,3,5,1,5,2,1,"satisfied"
4,3272,4,2,3,2,4,1,4,"satisfied"
5,404,5,4,4,4,3,4,5,"satisfied"
3,1142,3,4,5,3,5,5,3,"neutral or dissatisfied"
5,989,5,5,3,3,3,3,5,"satisfied"
3,1448,3,1,2,2,3,4,3,"neutral or dissatisfied"
3,1670,2,2,5,5,5,5,2,"satisfied"
2,1956,2,1,1,2,2,2,1,"neutral or dissatisfied"
2,972,2,5,5,4,3,5,2,"neutral or dissatisfied"
2,936,2,5,4,4,4,5,2,"neutral or dissatisfied"
3,803,3,4,1,3,3,2,3,"neutral or dissatisfied"
2,672,2,4,1,1,5,5,2,"neutral or dissatisfied"
5,226,1,1,4,4,5,4,1,"satisfied"
1,1660,1,4,3,3,4,4,1,"neutral or dissatisfied"
4,3931,3,3,3,3,4,1,3,"satisfied"
4,562,3,4,5,2,5,5,2,"neutral or dissatisfied"
5,512,5,4,5,1,5,2,4,"satisfied"
4,214,4,0,3,2,1,4,4,"neutral or dissatisfied"
4,201,4,3,2,5,1,4,4,"satisfied"
0,2917,0,0,1,1,4,5,0,"satisfied"
3,2230,1,1,1,2,3,1,1,"neutral or dissatisfied"
4,157,4,5,4,2,4,4,5,"satisfied"
1,528,1,5,1,5,1,4,1,"neutral or dissatisfied"
4,363,4,5,4,4,5,5,4,"neutral or dissatisfied"
3,338,3,4,2,2,4,5,3,"neutral or dissatisfied"
3,1300,3,5,1,5,5,4,3,"neutral or dissatisfied"
5,711,3,3,5,5,5,5,3,"satisfied"
4,2583,4,5,1,4,4,4,3,"neutral or dissatisfied"
2,991,2,5,5,3,5,4,2,"neutral or dissatisfied"
4,990,4,4,4,4,3,5,4,"neutral or dissatisfied"
5,781,5,2,5,4,2,1,2,"satisfied"
4,522,4,4,4,4,5,5,4,"neutral or dissatisfied"
1,2400,1,3,1,2,1,3,3,"neutral or dissatisfied"
1,227,1,3,2,3,1,3,1,"neutral or dissatisfied"
3,3355,2,2,2,2,4,2,4,"neutral or dissatisfied"
3,1220,3,3,5,2,2,2,3,"neutral or dissatisfied"
3,1665,4,4,3,4,3,3,4,"satisfied"
4,432,2,2,4,3,3,3,2,"satisfied"
1,1773,1,5,1,4,4,5,1,"neutral or dissatisfied"
3,345,3,5,2,2,3,4,3,"neutral or dissatisfied"
4,1774,4,4,4,4,5,4,4,"satisfied"
4,859,4,4,4,4,3,3,4,"neutral or dissatisfied"
3,722,3,3,2,5,1,1,3,"neutral or dissatisfied"
4,1797,4,5,4,2,4,4,5,"neutral or dissatisfied"
3,1303,3,3,5,5,4,1,3,"neutral or dissatisfied"
2,984,2,2,1,1,2,1,2,"neutral or dissatisfied"
4,1912,3,3,5,5,3,5,3,"satisfied"
5,595,2,2,5,1,4,3,2,"satisfied"
2,639,2,5,2,2,4,2,5,"neutral or dissatisfied"
3,1999,3,1,3,2,4,2,1,"neutral or dissatisfied"
2,438,2,3,5,3,4,3,2,"neutral or dissatisfied"
4,2112,3,3,4,4,2,4,3,"satisfied"
3,2917,3,3,4,3,3,1,3,"neutral or dissatisfied"
5,1520,1,1,3,3,5,3,1,"satisfied"
4,2452,4,4,5,5,4,5,4,"satisfied"
2,1010,2,4,2,2,4,4,2,"neutral or dissatisfied"
4,543,5,5,2,2,5,2,5,"satisfied"
4,181,0,5,5,5,5,5,0,"satisfied"
5,544,3,3,5,5,4,5,4,"satisfied"
3,2359,2,2,2,1,1,2,2,"neutral or dissatisfied"
4,909,1,1,5,4,3,3,2,"satisfied"
2,1235,2,2,5,4,4,1,2,"neutral or dissatisfied"
3,516,4,4,3,4,3,4,3,"neutral or dissatisfied"
3,296,3,3,3,1,1,4,3,"neutral or dissatisfied"
2,937,2,4,2,1,5,1,2,"neutral or dissatisfied"
5,2654,3,3,5,5,3,5,3,"satisfied"
4,2422,2,1,2,2,2,2,1,"neutral or dissatisfied"
5,536,5,4,3,5,5,3,5,"satisfied"
5,3234,4,4,5,5,3,5,4,"satisfied"
4,1846,2,2,3,3,5,3,2,"satisfied"
2,356,2,4,3,5,4,5,2,"neutral or dissatisfied"
5,223,5,5,3,2,3,5,5,"satisfied"
3,1194,4,5,4,4,3,4,4,"neutral or dissatisfied"
5,2569,5,5,4,4,3,4,3,"satisfied"
5,433,5,4,5,3,3,4,4,"satisfied"
5,2924,1,1,4,4,2,4,1,"satisfied"
5,731,4,4,5,2,3,3,4,"satisfied"
4,541,4,0,3,2,4,3,4,"satisfied"
4,3803,1,1,5,5,3,5,1,"satisfied"
5,2529,4,4,4,4,5,4,4,"satisfied"
3,283,3,3,3,3,2,3,3,"neutral or dissatisfied"
2,3424,3,3,2,5,4,5,3,"satisfied"
4,926,4,0,2,5,3,4,4,"satisfied"
3,733,3,4,1,5,4,1,3,"neutral or dissatisfied"
2,773,2,2,3,1,1,2,2,"neutral or dissatisfied"
2,926,2,5,1,2,5,4,2,"neutral or dissatisfied"
4,227,4,4,4,4,1,1,4,"satisfied"
2,270,2,4,2,5,2,2,2,"neutral or dissatisfied"
